Progress,Duration (in seconds),pid3,pid3_4_TEXT,Q303,first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,therm_pubs_1,therm_dems_1,human_23,human_24,immigration_1,immigration_2,immigration_3,immigration_4,immigration_5,immigration_6,immigration_7,immigration_8,strongid,closestid,ideo7,sit_1,sit_2,sit_3,sit_4,Q301_1,Q301_2,Q301_3,Q301_4,Q301_5,Q302_1,Q302_2,Q302_3,Q302_4,Q302_5,Q306,Q308,Q310,Q310_10_TEXT,Q308.1,Q308_3_TEXT,Q309,Q309_6_TEXT,Q310.1,Q311,Q176,Q177,participant_id
100,1131,Republican,,5f969387c89aab568cdcf1dd,"unequal,unfair,dangerous,expensive","racism,obesity,violence,drugs","western,state,people,military","eagle,city,president,work","wealthy,powerful,proud,strong","bravery,independence,leader,opportunity","broken,dangerous,expensive,ignorant","greed,corruption,violence,drugs","politics,constitution,state,people","eagle,city,president,work","wealthy,innovative,proud,strong","bravery,openness,independence,justice","broken,unfair,dangerous,sad","racism,violence,injustice,drugs","politics,constitution,state,military","land,eagle,president,life","diverse,beautiful,powerful,strong","bravery,family,justice,safety","unequal,broken,unfair,expensive","racism,oppression,corruption,drugs","politics,western,state,military","eagle,city,president,work","wealthy,innovative,powerful,proud","bravery,justice,leader,opportunity",72.0,72.0,100.0,100.0,"Moderately
support","Moderately
oppose","Moderately
support","Moderately
support","Moderately
support","Moderately
support","Moderately
support","Moderately
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Not very important,Not very well,Somewhat,Some of the time,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,California,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,,,CKhyxDkV7j
100,493,Democrat,,570521cfde5095001018a0c8,"unequal,broken,angry,unfair","greed,racism,oppression,injustice","constitution,people,ocean,military","land,coast,life,work","wealthy,diverse,beautiful,powerful","family,independence,justice,leader","angry,unfair,dangerous,ignorant","greed,obesity,violence,drugs","capitalist,constitution,people,military","land,eagle,president,work","beautiful,innovative,powerful,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,expensive","greed,racism,oppression,injustice","western,constitution,people,ocean","land,city,life,work","wealthy,diverse,beautiful,strong","family,openness,independence,opportunity","unequal,broken,unfair,expensive","racism,violence,injustice,drugs","capitalist,politics,constitution,people","land,eagle,president,work","beautiful,happy,proud,strong","family,independence,justice,opportunity",50.0,50.0,100.0,100.0,"Strongly
oppose","Strongly
support","Weakly
support","Strongly
support","Strongly
support","Strongly
support","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Liberal,Not at all,Very well,Somewhat,Never,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Tennessee,,Other (please specify),spiritual,,,,,,,,,89LXu0m9gZ
100,530,Democrat,,58a50aebbb9e0f0001aca2a7,"unequal,angry,dangerous,ignorant","racism,obesity,violence,injustice","capitalist,western,state,military","mountain,land,president,life","wealthy,beautiful,powerful,strong","family,openness,independence,justice","unequal,broken,unfair,ignorant","oppression,corruption,violence,injustice","capitalist,western,people,military","mountain,coast,city,president","wealthy,happy,proud,strong","bravery,family,openness,independence","broken,dangerous,sad,ignorant","greed,racism,violence,injustice","capitalist,western,state,ocean","eagle,president,life,work","wealthy,innovative,powerful,strong","bravery,openness,justice,opportunity","angry,dangerous,expensive,ignorant","greed,oppression,violence,injustice","politics,constitution,state,ocean","land,coast,life,work","wealthy,powerful,proud,strong","bravery,justice,leader,opportunity",40.0,57.0,61.0,71.0,"Weakly
oppose","Weakly
oppose","Moderately
oppose","Weakly
oppose","Moderately
support","Weakly
support","Weakly
support","Neither oppose
nor support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly liberal,Not very important,Not very well,Very little,Never,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Kentucky,,Agnostic (not sure if God exists),,,,,,,,I had no problems.,I don't know.,2AkGQqjyKq
100,603,Republican,,5f99332990b70d000958973a,"unfair,dangerous,expensive,ignorant","racism,oppression,injustice,drugs","capitalist,constitution,state,ocean","eagle,city,president,work","innovative,powerful,proud,strong","bravery,family,openness,independence","broken,angry,dangerous,expensive","oppression,corruption,violence,drugs","capitalist,western,state,ocean","coast,eagle,city,president","wealthy,diverse,beautiful,powerful","family,openness,independence,opportunity","angry,unfair,sad,ignorant","racism,oppression,corruption,drugs","western,state,people,ocean","mountain,eagle,president,work","beautiful,innovative,happy,proud","bravery,family,justice,opportunity","broken,angry,dangerous,expensive","obesity,violence,injustice,drugs","politics,constitution,state,military","coast,city,life,work","wealthy,beautiful,powerful,happy","openness,safety,leader,opportunity",100.0,56.0,71.0,50.0,"Neither oppose
nor support","Moderately
support","Moderately
support","Neither oppose
nor support","Weakly
support","Weakly
support","Neither oppose
nor support","Moderately
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Very important,Very well,Somewhat,All of the time,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,New York,,Catholicism (including Roman Catholic),,,,,,,,splendid,,yFLdIBxEEO
100,1284,Republican,,5f3e9e7a12a0770e92b0622d,"broken,angry,dangerous,expensive","racism,obesity,violence,drugs","politics,western,constitution,military","city,president,life,work","wealthy,diverse,innovative,proud","independence,justice,leader,opportunity","unequal,angry,sad,expensive","greed,racism,oppression,corruption","politics,western,constitution,people","coast,city,president,life","wealthy,powerful,proud,strong","openness,independence,justice,opportunity","unequal,broken,angry,unfair","greed,oppression,violence,injustice","capitalist,constitution,state,people","mountain,eagle,city,president","diverse,beautiful,innovative,strong","openness,justice,leader,opportunity","angry,unfair,dangerous,expensive","racism,obesity,violence,drugs","politics,western,constitution,military","city,president,life,work","diverse,powerful,happy,proud","family,openness,justice,safety",66.0,34.0,57.0,77.0,"Strongly
oppose","Weakly
support","Moderately
support","Moderately
support","Moderately
support","Strongly
oppose","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Very important,Very well,A great deal,All of the time,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,California,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,perception about American,no,mbQZLSo1Jt
100,17,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9sFXmDO7zM
100,1002,Republican,,60045900ccb68e4bdd23111e,"broken,angry,expensive,ignorant","greed,racism,corruption,injustice","capitalist,politics,constitution,military","land,president,life,work","wealthy,diverse,proud,strong","family,independence,leader,opportunity","broken,angry,unfair,dangerous","greed,oppression,violence,injustice","capitalist,politics,constitution,military","land,president,life,work","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","unequal,broken,unfair,dangerous","greed,racism,oppression,injustice","capitalist,politics,constitution,people","land,city,president,work","innovative,powerful,proud,strong","bravery,openness,safety,opportunity","unequal,broken,angry,expensive","greed,racism,corruption,violence","capitalist,politics,constitution,military","land,president,life,work","wealthy,powerful,proud,strong","family,independence,leader,opportunity",50.0,50.0,50.0,50.0,"Neither oppose
nor support","Neither oppose
nor support","Neither oppose
nor support","Neither oppose
nor support","Weakly
support","Weakly
support","Weakly
support","Neither oppose
nor support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not at all,Not at all,Very little,Never,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Pennsylvania,,Other (please specify),Mennonite ,,,,,,,,,A6BLyjknOc
100,1844,Democrat,,5f69c1f3d07f60025bcbaf8d,"angry,unfair,dangerous,expensive","racism,obesity,violence,drugs","politics,constitution,state,people","city,president,life,work","wealthy,beautiful,powerful,strong","family,justice,safety,leader","angry,unfair,dangerous,ignorant","racism,corruption,violence,injustice","capitalist,western,ocean,military","mountain,land,coast,city","beautiful,innovative,proud,strong","bravery,family,openness,leader","unequal,angry,expensive,ignorant","greed,obesity,violence,drugs","politics,constitution,state,people","city,president,life,work","wealthy,beautiful,happy,strong","independence,justice,safety,leader","unequal,broken,unfair,expensive","oppression,violence,injustice,drugs","politics,western,constitution,people","mountain,president,life,work","wealthy,diverse,powerful,happy","family,justice,safety,leader",0.0,100.0,0.0,100.0,"Strongly
support","Moderately
oppose","Strongly
support","Strongly
support","Strongly
support","Moderately
support","Weakly
support","Strongly
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely conservative,Extremely important,Extremely well,A great deal,All of the time,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Washington,,Catholicism (including Roman Catholic),,,,,,,,Understanding the association about America,By adding more research task,QMm2IsmCFM
100,780,Democrat,,5c91c693765dad0016f8495c,"unequal,broken,unfair,sad","racism,oppression,corruption,injustice","capitalist,politics,people,military","eagle,president,life,work","diverse,innovative,powerful,proud","independence,justice,leader,opportunity","broken,angry,unfair,sad","greed,obesity,violence,drugs","capitalist,politics,constitution,military","eagle,president,life,work","wealthy,beautiful,powerful,happy","bravery,independence,justice,leader","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","capitalist,politics,constitution,people","eagle,president,life,work","diverse,innovative,powerful,strong","openness,independence,justice,opportunity","unequal,broken,unfair,sad","racism,oppression,corruption,injustice","capitalist,politics,western,constitution","eagle,president,life,work","beautiful,innovative,powerful,strong","family,independence,justice,opportunity",10.0,90.0,71.0,92.0,"Strongly
oppose","Strongly
support","Strongly
support","Strongly
support","Neither oppose
nor support","Neither oppose
nor support","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Very important,Very well,A great deal,All of the time,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Tennessee,,Agnostic (not sure if God exists),,,,,,,,It was an interesting survey. Was thankful for the opportunity to participate.,"I think the survey was fine, I did not notice any errors or confusing questions.",cGaGzenfQM
100,1090,Republican,,5c892d5f84a97c0015bf3d06,"broken,angry,sad,ignorant","corruption,obesity,violence,injustice","capitalist,politics,constitution,people","eagle,city,president,work","wealthy,diverse,innovative,proud","openness,independence,justice,opportunity","broken,angry,dangerous,sad","corruption,violence,injustice,drugs","capitalist,constitution,state,military","eagle,city,life,work","beautiful,powerful,proud,strong","independence,justice,leader,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,corruption","capitalist,politics,state,people","coast,city,president,work","diverse,beautiful,innovative,happy","openness,independence,justice,opportunity","unequal,unfair,expensive,ignorant","racism,oppression,corruption,obesity","capitalist,politics,western,military","land,eagle,city,president","wealthy,diverse,beautiful,proud","family,independence,justice,opportunity",80.0,45.0,100.0,100.0,"Neither oppose
nor support","Neither oppose
nor support","Weakly
support","Weakly
support","Neither oppose
nor support","Weakly
support","Neither oppose
nor support","Moderately
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Very important,Very well,A great deal,Some of the time,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Florida,,Other Christianity (including non-denominational),,,,,,,,I thought it was a good survey that was executed pretty well.,,7iMyt0YDv2
