pid3,Q5,Q7,pre_therm_pubs,pre_therm_dems,pre_med_A_1,pre_med_A_2,pre_med_A_3,pre_med_B_1,pre_med_B_2,pre_med_B_3,pre_dehum_pubs,pre_dehum_dems,first_1,first_2,first_3,first_4,first_5,first_6,post_dehum_pubs,post_dehum_dems,post_therm_pubs,post_therm_dems,post_mediators_A_1,post_mediators_A_2,post_mediators_B_1,post_mediators_B_2,Q64,id_1,id_2,id_3,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,consent,outgroup,cond
Democrat,R,5,20,60,,,,Somewhat agree,Somewhat disagree,Strongly agree,90,90,"unfair,sad,expensive,ignorant","greed,corruption,obesity,drugs","capitalist,politics,western,people","land,eagle,president,life","wealthy,diverse,beautiful,strong","independence,justice,safety,opportunity",90,90,20,60,,,Somewhat agree,Somewhat disagree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"broken,angry,unfair,sad","greed,corruption,obesity,drugs","capitalist,politics,constitution,military","land,eagle,president,work","wealthy,beautiful,powerful,proud","bravery,independence,justice,opportunity","broken,angry,sad,ignorant","greed,corruption,obesity,drugs","capitalist,politics,constitution,people","eagle,city,president,work","diverse,beautiful,proud,strong","independence,justice,safety,opportunity","angry,unfair,sad,ignorant","greed,racism,obesity,injustice","capitalist,politics,western,people","land,city,president,work","wealthy,diverse,beautiful,strong","independence,justice,safety,opportunity","Yes, you may use my data",Republican,lowICD
Democrat,R,5,0,100,,,,Strongly agree,Strongly disagree,Strongly agree,0,100,"unequal,broken,unfair,ignorant","greed,racism,oppression,injustice","capitalist,western,state,military","eagle,city,president,work","wealthy,diverse,powerful,proud","family,openness,independence,opportunity",0,100,0,100,,,Strongly agree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Some of the time,"broken,angry,unfair,sad","corruption,obesity,violence,drugs","constitution,state,people,military","eagle,president,life,work","innovative,powerful,proud,strong","bravery,independence,justice,leader","unequal,unfair,expensive,ignorant","racism,oppression,corruption,injustice","politics,constitution,state,people","land,eagle,president,life","beautiful,powerful,happy,proud","bravery,independence,justice,leader","unequal,unfair,expensive,ignorant","racism,oppression,corruption,injustice","politics,constitution,state,people","land,eagle,city,president","diverse,beautiful,innovative,powerful","openness,independence,justice,leader","Yes, you may use my data",Republican,highOGOCD
Democrat,R,5,8,81,,,,Strongly agree,Strongly disagree,Strongly agree,29,75,"unequal,broken,unfair,expensive","greed,racism,obesity,injustice","politics,state,people,ocean","coast,city,life,work","diverse,beautiful,happy,strong","family,independence,safety,opportunity",23,82,19,74,,,Somewhat agree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"broken,angry,dangerous,ignorant","obesity,violence,injustice,drugs","capitalist,politics,constitution,military","land,eagle,president,life","beautiful,powerful,proud,strong","family,independence,justice,safety","dangerous,sad,expensive,ignorant","greed,corruption,obesity,drugs","capitalist,politics,constitution,military","coast,president,life,work","wealthy,innovative,proud,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,expensive","greed,racism,oppression,injustice","constitution,state,people,ocean","land,coast,city,work","diverse,beautiful,innovative,proud","family,justice,safety,opportunity","Yes, you may use my data",Republican,highOGOCD
Democrat,R,5,40,68,,,,Somewhat agree,Strongly disagree,Strongly agree,47,74,"unequal,broken,unfair,ignorant","racism,oppression,violence,injustice","politics,state,people,military","land,city,life,work","diverse,beautiful,powerful,proud","family,independence,justice,opportunity",32,82,31,87,,,Strongly agree,Strongly agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Rarely,"broken,angry,unfair,dangerous","corruption,obesity,injustice,drugs","capitalist,politics,constitution,military","mountain,land,eagle,president","beautiful,innovative,powerful,strong","bravery,independence,justice,opportunity","unequal,unfair,dangerous,ignorant","greed,corruption,obesity,injustice","capitalist,politics,constitution,military","eagle,president,life,work","wealthy,powerful,proud,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","western,state,people,ocean","land,city,life,work","diverse,innovative,powerful,strong","bravery,family,justice,safety","Yes, you may use my data",Republican,highOGOCD
Democrat,R,5,30,80,,,,Strongly agree,Strongly disagree,Somewhat agree,51,95,"unequal,broken,unfair,dangerous","greed,racism,oppression,violence","politics,constitution,people,military","land,president,life,work","wealthy,diverse,powerful,strong","bravery,family,independence,leader",50,85,24,89,,,Strongly agree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"angry,unfair,dangerous,expensive","greed,obesity,injustice,drugs","politics,western,constitution,military","land,eagle,president,work","wealthy,powerful,proud,strong","independence,safety,leader,opportunity","unequal,unfair,expensive,ignorant","greed,corruption,obesity,injustice","politics,constitution,state,military","land,eagle,president,life","beautiful,powerful,proud,strong","bravery,independence,safety,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,injustice","capitalist,politics,state,people","land,president,life,work","wealthy,diverse,beautiful,happy","bravery,independence,leader,opportunity","Yes, you may use my data",Republican,lowOGOCD
Democrat,R,5,5,75,,,,Somewhat agree,Strongly disagree,Strongly agree,100,100,"unequal,broken,angry,expensive","greed,oppression,violence,injustice","capitalist,western,constitution,people","mountain,coast,eagle,president","wealthy,diverse,powerful,proud","bravery,justice,leader,opportunity",100,100,5,75,,,Somewhat agree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"unequal,broken,angry,dangerous","greed,obesity,violence,drugs","politics,constitution,people,military","land,eagle,president,life","beautiful,powerful,proud,strong","bravery,independence,leader,opportunity","unequal,broken,unfair,expensive","greed,corruption,obesity,injustice","capitalist,politics,constitution,military","land,coast,eagle,president","wealthy,diverse,beautiful,proud","independence,justice,safety,leader","unequal,broken,angry,unfair","greed,racism,corruption,injustice","capitalist,politics,constitution,military","eagle,president,life,work","wealthy,diverse,innovative,strong","openness,independence,leader,opportunity","Yes, you may use my data",Republican,lowICD
Democrat,R,5,60,70,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,70,80,"unequal,unfair,expensive,ignorant","greed,racism,obesity,injustice","capitalist,western,state,ocean","coast,eagle,president,work","wealthy,diverse,innovative,powerful","independence,safety,leader,opportunity",70,80,60,70,,,Somewhat agree,Neither agree nor disagree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"unequal,broken,unfair,expensive","greed,corruption,violence,drugs","politics,constitution,ocean,military","mountain,land,eagle,work","beautiful,powerful,proud,strong","bravery,family,independence,leader","broken,angry,dangerous,expensive","greed,corruption,injustice,drugs","capitalist,western,people,military","coast,eagle,city,president","wealthy,innovative,powerful,strong","bravery,independence,leader,opportunity","unequal,angry,unfair,expensive","greed,racism,oppression,injustice","politics,constitution,state,people","city,president,life,work","wealthy,diverse,innovative,powerful","openness,independence,justice,opportunity","Yes, you may use my data",Republican,highOGOCD
Democrat,R,5,0,50,,,,Neither agree nor disagree,Strongly disagree,Somewhat disagree,100,100,"unequal,broken,expensive,ignorant","greed,oppression,corruption,injustice","capitalist,politics,western,military","land,city,president,work","wealthy,diverse,beautiful,powerful","family,openness,independence,leader",100,100,0,50,,,Neither agree nor disagree,Neither agree nor disagree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Somewhat,Some of the time,"angry,dangerous,sad,expensive","oppression,obesity,violence,drugs","politics,western,constitution,state","land,city,president,life","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","unequal,dangerous,expensive,ignorant","racism,obesity,violence,drugs","politics,western,constitution,people","land,eagle,president,life","diverse,beautiful,powerful,proud","bravery,family,independence,opportunity","unequal,broken,unfair,ignorant","greed,racism,corruption,injustice","politics,western,constitution,people","land,president,life,work","wealthy,diverse,beautiful,innovative","family,openness,independence,leader","Yes, you may use my data",Republican,highICD
Republican,R,5,90,20,Strongly agree,Strongly disagree,Strongly agree,,,,100,100,"broken,angry,sad,expensive","greed,corruption,obesity,drugs","capitalist,constitution,state,military","mountain,land,eagle,life","wealthy,diverse,powerful,proud","bravery,independence,justice,opportunity",100,100,80,20,Strongly agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Some of the time,"angry,dangerous,sad,expensive","greed,obesity,violence,drugs","capitalist,politics,constitution,military","mountain,land,coast,eagle","beautiful,innovative,powerful,proud","independence,safety,leader,opportunity","unequal,angry,sad,expensive","greed,corruption,obesity,drugs","capitalist,politics,constitution,military","mountain,land,coast,eagle","wealthy,innovative,powerful,strong","bravery,independence,leader,opportunity","unequal,broken,unfair,ignorant","racism,obesity,violence,injustice","capitalist,politics,constitution,military","land,coast,city,life","diverse,beautiful,innovative,happy","bravery,family,independence,justice","Yes, you may use my data",Democrat,highOGOCD
Democrat,R,5,61,85,,,,Somewhat agree,Somewhat agree,Somewhat agree,95,95,"unequal,broken,dangerous,ignorant","greed,corruption,violence,drugs","politics,constitution,state,military","land,coast,city,work","diverse,happy,proud,strong","family,independence,safety,opportunity",95,95,64,84,,,Neither agree nor disagree,Neither agree nor disagree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Rarely,"unequal,broken,dangerous,sad","racism,obesity,violence,drugs","western,constitution,state,military","city,president,life,work","wealthy,diverse,innovative,proud","family,independence,justice,opportunity","unequal,unfair,expensive,ignorant","oppression,obesity,injustice,drugs","politics,western,state,people","eagle,city,president,work","wealthy,diverse,beautiful,proud","openness,justice,safety,opportunity","unequal,unfair,dangerous,expensive","racism,oppression,corruption,injustice","capitalist,politics,western,constitution","land,city,president,life","diverse,beautiful,innovative,proud","independence,justice,safety,opportunity","Yes, you may use my data",Republican,lowICD
Republican,R,5,75,30,Somewhat agree,Strongly disagree,Strongly agree,,,,80,70,"unequal,unfair,dangerous,expensive","greed,corruption,obesity,violence","capitalist,politics,western,people","eagle,city,president,work","diverse,powerful,proud,strong","bravery,openness,independence,opportunity",80,70,80,40,Strongly agree,Strongly disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Rarely,"broken,angry,dangerous,sad","oppression,obesity,violence,drugs","capitalist,constitution,state,military","land,eagle,president,work","wealthy,powerful,proud,strong","bravery,family,justice,opportunity","dangerous,sad,expensive,ignorant","racism,corruption,injustice,drugs","capitalist,politics,constitution,people","land,eagle,president,work","diverse,beautiful,powerful,strong","bravery,independence,justice,opportunity","unequal,unfair,expensive,ignorant","greed,racism,corruption,injustice","western,state,people,ocean","land,city,life,work","diverse,beautiful,innovative,happy","openness,independence,safety,opportunity","Yes, you may use my data",Democrat,highICD
Republican,R,5,50,50,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,,,100,100,"unequal,broken,sad,ignorant","greed,racism,corruption,obesity","capitalist,politics,constitution,military","land,eagle,life,work","diverse,innovative,powerful,proud","bravery,independence,justice,opportunity",100,100,50,50,Neither agree nor disagree,Somewhat disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Never,"broken,angry,unfair,dangerous","oppression,corruption,injustice,drugs","capitalist,politics,constitution,state","land,eagle,president,life","wealthy,powerful,proud,strong","bravery,justice,leader,opportunity","unequal,broken,angry,sad","greed,racism,corruption,obesity","capitalist,constitution,state,people","land,eagle,president,work","diverse,innovative,proud,strong","family,independence,justice,opportunity","unequal,broken,angry,unfair","racism,corruption,violence,injustice","politics,constitution,state,people","land,city,life,work","beautiful,innovative,happy,proud","openness,independence,justice,leader","Yes, you may use my data",Democrat,lowOGOCD
